Gene	UniProtID	Accession	Protein_Name	Terms(GO/InterPro)	Term_Description	Term_namespace/type
prfB	P57511	RF2_BUCAI	Peptide chain release factor 2	IPR005139	Peptide chain release factor	domain
prfB	P57511	RF2_BUCAI	Peptide chain release factor 2	IPR045853	Peptide chain release factor class I superfamily	homologous_superfamily
lgt	P57514	LGT_BUCAI	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	GO:0008961	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity	F
lgt	P57514	LGT_BUCAI	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	GO:0042158	lipoprotein biosynthetic process	P
lgt	P57514	LGT_BUCAI	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	GO:0005886	plasma membrane	C
lgt	P57514	LGT_BUCAI	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	IPR001640	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase Lgt	family
ybeY	P57517	YBEY_BUCAI	Endoribonuclease YbeY	GO:0004222	metalloendopeptidase activity	F
ybeY	P57517	YBEY_BUCAI	Endoribonuclease YbeY	GO:0006364	rRNA processing	P
ybeY	P57517	YBEY_BUCAI	Endoribonuclease YbeY	IPR002036	Endoribonuclease YbeY	family
ybeY	P57517	YBEY_BUCAI	Endoribonuclease YbeY	IPR020549	Endoribonuclease YbeY, conserved site	conserved_site
ybeY	P57517	YBEY_BUCAI	Endoribonuclease YbeY	IPR023091	Metalloprotease catalytic domain superfamily, predicted	homologous_superfamily
corC	P57518	CORC_BUCAI	Magnesium and cobalt efflux protein CorC	GO:0050660	flavin adenine dinucleotide binding	F
corC	P57518	CORC_BUCAI	Magnesium and cobalt efflux protein CorC	IPR000644	CBS domain	domain
corC	P57518	CORC_BUCAI	Magnesium and cobalt efflux protein CorC	IPR005170	Transporter-associated domain	domain
corC	P57518	CORC_BUCAI	Magnesium and cobalt efflux protein CorC	IPR016169	FAD-binding, type PCMH, subdomain 2	homologous_superfamily
corC	P57518	CORC_BUCAI	Magnesium and cobalt efflux protein CorC	IPR036318	FAD-binding, type PCMH-like superfamily	homologous_superfamily
corC	P57518	CORC_BUCAI	Magnesium and cobalt efflux protein CorC	IPR044751	Ion transporter-like, CBS domain	domain
corC	P57518	CORC_BUCAI	Magnesium and cobalt efflux protein CorC	IPR046342	CBS domain superfamily	homologous_superfamily
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	GO:0002161	aminoacyl-tRNA editing activity	F
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	GO:0006418	tRNA aminoacylation for protein translation	P
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	GO:0000166	nucleotide binding	F
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	GO:0004812	aminoacyl-tRNA ligase activity	F
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	GO:0005524	ATP binding	F
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	GO:0004823	leucine-tRNA ligase activity	F
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	GO:0006429	leucyl-tRNA aminoacylation	P
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	conserved_site
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	IPR002300	Aminoacyl-tRNA synthetase, class Ia	domain
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	IPR002302	Leucine-tRNA ligase	family
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	homologous_superfamily
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding	homologous_superfamily
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding	domain
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	homologous_superfamily
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	IPR015413	Methionyl/Leucyl tRNA synthetase	domain
leuS	P57519	SYL_BUCAI	Leucine--tRNA ligase	IPR025709	Leucyl-tRNA synthetase, editing domain	domain
holA	P57520	HOLA_BUCAI	DNA polymerase III subunit delta	GO:0003677	DNA binding	F
holA	P57520	HOLA_BUCAI	DNA polymerase III subunit delta	GO:0006260	DNA replication	P
holA	P57520	HOLA_BUCAI	DNA polymerase III subunit delta	GO:0003887	DNA-directed DNA polymerase activity	F
holA	P57520	HOLA_BUCAI	DNA polymerase III subunit delta	GO:0009360	DNA polymerase III complex	C
holA	P57520	HOLA_BUCAI	DNA polymerase III subunit delta	IPR005790	DNA polymerase III, delta subunit	family
holA	P57520	HOLA_BUCAI	DNA polymerase III subunit delta	IPR008921	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal	homologous_superfamily
holA	P57520	HOLA_BUCAI	DNA polymerase III subunit delta	IPR010372	DNA polymerase III delta, N-terminal	domain
holA	P57520	HOLA_BUCAI	DNA polymerase III subunit delta	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
holA	P57520	HOLA_BUCAI	DNA polymerase III subunit delta	IPR032780	DNA polymerase III subunit delta, C-terminal	domain
nadD	P57521	NADD_BUCAI	Probable nicotinate-nucleotide adenylyltransferase	GO:0003824	catalytic activity	F
nadD	P57521	NADD_BUCAI	Probable nicotinate-nucleotide adenylyltransferase	GO:0009058	biosynthetic process	P
nadD	P57521	NADD_BUCAI	Probable nicotinate-nucleotide adenylyltransferase	GO:0016779	nucleotidyltransferase activity	F
nadD	P57521	NADD_BUCAI	Probable nicotinate-nucleotide adenylyltransferase	GO:0009435	NAD biosynthetic process	P
nadD	P57521	NADD_BUCAI	Probable nicotinate-nucleotide adenylyltransferase	IPR004821	Cytidyltransferase-like domain	domain
nadD	P57521	NADD_BUCAI	Probable nicotinate-nucleotide adenylyltransferase	IPR005248	Nicotinate/nicotinamide nucleotide adenylyltransferase	family
nadD	P57521	NADD_BUCAI	Probable nicotinate-nucleotide adenylyltransferase	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	homologous_superfamily
tusA	P57522	TUSA_BUCAI	Sulfur carrier protein TusA	GO:0097163	sulfur carrier activity	F
tusA	P57522	TUSA_BUCAI	Sulfur carrier protein TusA	GO:0002143	tRNA wobble position uridine thiolation	P
tusA	P57522	TUSA_BUCAI	Sulfur carrier protein TusA	IPR001455	TusA-like domain	domain
tusA	P57522	TUSA_BUCAI	Sulfur carrier protein TusA	IPR022931	Sulfur carrier protein TusA	family
tusA	P57522	TUSA_BUCAI	Sulfur carrier protein TusA	IPR036868	TusA-like domain superfamily	homologous_superfamily
pgk	P57525	PGK_BUCAI	Phosphoglycerate kinase	GO:0004618	phosphoglycerate kinase activity	F
pgk	P57525	PGK_BUCAI	Phosphoglycerate kinase	GO:0006096	glycolytic process	P
pgk	P57525	PGK_BUCAI	Phosphoglycerate kinase	IPR001576	Phosphoglycerate kinase	family
pgk	P57525	PGK_BUCAI	Phosphoglycerate kinase	IPR015824	Phosphoglycerate kinase, N-terminal	homologous_superfamily
pgk	P57525	PGK_BUCAI	Phosphoglycerate kinase	IPR036043	Phosphoglycerate kinase superfamily	homologous_superfamily
mltA	P57531	MLTA_BUCAI	Membrane-bound lytic murein transglycosylase A homolog	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	F
mltA	P57531	MLTA_BUCAI	Membrane-bound lytic murein transglycosylase A homolog	GO:0009254	peptidoglycan turnover	P
mltA	P57531	MLTA_BUCAI	Membrane-bound lytic murein transglycosylase A homolog	GO:0019867	outer membrane	C
mltA	P57531	MLTA_BUCAI	Membrane-bound lytic murein transglycosylase A homolog	IPR005300	Lytic transglycosylase MltA, domain B	domain
mltA	P57531	MLTA_BUCAI	Membrane-bound lytic murein transglycosylase A homolog	IPR010611	3D domain	domain
mltA	P57531	MLTA_BUCAI	Membrane-bound lytic murein transglycosylase A homolog	IPR026044	Membrane-bound lytic murein transglycosylase A	family
mltA	P57531	MLTA_BUCAI	Membrane-bound lytic murein transglycosylase A homolog	IPR036908	RlpA-like domain superfamily	homologous_superfamily
ribD2	P57534	RIBD2_BUCAI	5-amino-6-(5-phosphoribosylamino)uracil reductase	GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	F
ribD2	P57534	RIBD2_BUCAI	5-amino-6-(5-phosphoribosylamino)uracil reductase	GO:0050661	NADP binding	F
ribD2	P57534	RIBD2_BUCAI	5-amino-6-(5-phosphoribosylamino)uracil reductase	GO:0009231	riboflavin biosynthetic process	P
ribD2	P57534	RIBD2_BUCAI	5-amino-6-(5-phosphoribosylamino)uracil reductase	GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	F
ribD2	P57534	RIBD2_BUCAI	5-amino-6-(5-phosphoribosylamino)uracil reductase	IPR002734	Bacterial bifunctional deaminase-reductase, C-terminal	domain
ribD2	P57534	RIBD2_BUCAI	5-amino-6-(5-phosphoribosylamino)uracil reductase	IPR004794	Riboflavin biosynthesis protein RibD	family
ribD2	P57534	RIBD2_BUCAI	5-amino-6-(5-phosphoribosylamino)uracil reductase	IPR011549	Riboflavin-specific deaminase, C-terminal	domain
ribD2	P57534	RIBD2_BUCAI	5-amino-6-(5-phosphoribosylamino)uracil reductase	IPR024072	Dihydrofolate reductase-like domain superfamily	homologous_superfamily
nusB	P57535	NUSB_BUCAI	Transcription antitermination protein NusB	GO:0003723	RNA binding	F
nusB	P57535	NUSB_BUCAI	Transcription antitermination protein NusB	GO:0006355	regulation of DNA-templated transcription	P
nusB	P57535	NUSB_BUCAI	Transcription antitermination protein NusB	GO:0006353	DNA-templated transcription termination	P
nusB	P57535	NUSB_BUCAI	Transcription antitermination protein NusB	IPR006027	NusB/RsmB/TIM44	domain
nusB	P57535	NUSB_BUCAI	Transcription antitermination protein NusB	IPR011605	NusB antitermination factor	family
nusB	P57535	NUSB_BUCAI	Transcription antitermination protein NusB	IPR035926	NusB-like superfamily	homologous_superfamily
ispA	P57537	ISPA_BUCAI	Farnesyl diphosphate synthase	GO:0008299	isoprenoid biosynthetic process	P
ispA	P57537	ISPA_BUCAI	Farnesyl diphosphate synthase	IPR000092	Polyprenyl synthetase	family
ispA	P57537	ISPA_BUCAI	Farnesyl diphosphate synthase	IPR008949	Isoprenoid synthase domain superfamily	homologous_superfamily
ispA	P57537	ISPA_BUCAI	Farnesyl diphosphate synthase	IPR033749	Polyprenyl synthetase, conserved site	conserved_site
tusE	P57539	TUSE_BUCAI	Sulfurtransferase TusE	IPR007453	Sulphur transfer protein DsrC/TusE	family
tusE	P57539	TUSE_BUCAI	Sulfurtransferase TusE	IPR025526	DsrC-like domain superfamily	homologous_superfamily
tusE	P57539	TUSE_BUCAI	Sulfurtransferase TusE	IPR042072	DsrC-like protein, C-terminal domain	homologous_superfamily
tusE	P57539	TUSE_BUCAI	Sulfurtransferase TusE	IPR043163	DsrC-like protein, N-terminal domain	homologous_superfamily
cyoD	P57541	CYOD_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 4	GO:0009486	cytochrome bo3 ubiquinol oxidase activity	F
cyoD	P57541	CYOD_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 4	GO:0015990	electron transport coupled proton transport	P
cyoD	P57541	CYOD_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 4	GO:0016020	membrane	C
cyoD	P57541	CYOD_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 4	IPR005171	Cytochrome C oxidase subunit IV, prokaryotes	family
cyoD	P57541	CYOD_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 4	IPR014210	Cytochrome o ubiquinol oxidase subunit IV	family
clpP	P57547	CLPP_BUCAI	ATP-dependent Clp protease proteolytic subunit	GO:0004176	ATP-dependent peptidase activity	F
clpP	P57547	CLPP_BUCAI	ATP-dependent Clp protease proteolytic subunit	GO:0004252	serine-type endopeptidase activity	F
clpP	P57547	CLPP_BUCAI	ATP-dependent Clp protease proteolytic subunit	GO:0006508	proteolysis	P
clpP	P57547	CLPP_BUCAI	ATP-dependent Clp protease proteolytic subunit	IPR001907	ATP-dependent Clp protease proteolytic subunit	family
clpP	P57547	CLPP_BUCAI	ATP-dependent Clp protease proteolytic subunit	IPR018215	ClpP, Ser active site	active_site
clpP	P57547	CLPP_BUCAI	ATP-dependent Clp protease proteolytic subunit	IPR023562	Clp protease proteolytic subunit /Translocation-enhancing protein TepA	family
clpP	P57547	CLPP_BUCAI	ATP-dependent Clp protease proteolytic subunit	IPR029045	ClpP/crotonase-like domain superfamily	homologous_superfamily
clpP	P57547	CLPP_BUCAI	ATP-dependent Clp protease proteolytic subunit	IPR033135	ClpP, histidine active site	active_site
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	GO:0008270	zinc ion binding	F
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	GO:0046983	protein dimerization activity	F
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	GO:0016887	ATP hydrolysis activity	F
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	GO:0005524	ATP binding	F
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	GO:0051082	unfolded protein binding	F
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	GO:0140662	ATP-dependent protein folding chaperone	F
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	GO:0006457	protein folding	P
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	IPR003593	AAA+ ATPase domain	domain
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	IPR003959	ATPase, AAA-type, core	domain
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	IPR004487	Clp protease, ATP-binding subunit ClpX	family
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	IPR010603	Zinc finger, ClpX C4-type	domain
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	IPR019489	Clp ATPase, C-terminal	domain
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	IPR038366	Zinc finger, ClpX C4-type superfamily	homologous_superfamily
clpX	P57548	CLPX_BUCAI	ATP-dependent Clp protease ATP-binding subunit ClpX	IPR046425	Clp protease, ATP-binding subunit ClpX, bacteria	family
ppiD	P57550	PPID_BUCAI	Periplasmic chaperone PpiD	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	F
ppiD	P57550	PPID_BUCAI	Periplasmic chaperone PpiD	IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	domain
ppiD	P57550	PPID_BUCAI	Periplasmic chaperone PpiD	IPR027304	Trigger factor/SurA domain superfamily	homologous_superfamily
ppiD	P57550	PPID_BUCAI	Periplasmic chaperone PpiD	IPR046357	Peptidyl-prolyl cis-trans isomerase domain superfamily	homologous_superfamily
mdlA	P57551	MDLA_BUCAI	Multidrug resistance-like ATP-binding protein MdlA	GO:0005524	ATP binding	F
mdlA	P57551	MDLA_BUCAI	Multidrug resistance-like ATP-binding protein MdlA	GO:0140359	ABC-type transporter activity	F
mdlA	P57551	MDLA_BUCAI	Multidrug resistance-like ATP-binding protein MdlA	GO:0055085	transmembrane transport	P
mdlA	P57551	MDLA_BUCAI	Multidrug resistance-like ATP-binding protein MdlA	GO:0016020	membrane	C
mdlA	P57551	MDLA_BUCAI	Multidrug resistance-like ATP-binding protein MdlA	GO:0016887	ATP hydrolysis activity	F
mdlA	P57551	MDLA_BUCAI	Multidrug resistance-like ATP-binding protein MdlA	IPR003439	ABC transporter-like, ATP-binding domain	domain
mdlA	P57551	MDLA_BUCAI	Multidrug resistance-like ATP-binding protein MdlA	IPR003593	AAA+ ATPase domain	domain
mdlA	P57551	MDLA_BUCAI	Multidrug resistance-like ATP-binding protein MdlA	IPR011527	ABC transporter type 1, transmembrane domain	domain
mdlA	P57551	MDLA_BUCAI	Multidrug resistance-like ATP-binding protein MdlA	IPR017871	ABC transporter-like, conserved site	conserved_site
mdlA	P57551	MDLA_BUCAI	Multidrug resistance-like ATP-binding protein MdlA	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
mdlA	P57551	MDLA_BUCAI	Multidrug resistance-like ATP-binding protein MdlA	IPR036640	ABC transporter type 1, transmembrane domain superfamily	homologous_superfamily
mdlA	P57551	MDLA_BUCAI	Multidrug resistance-like ATP-binding protein MdlA	IPR039421	Type 1 protein exporter	family
mdlB	P57552	MDLB_BUCAI	Multidrug resistance-like ATP-binding protein MdlB	GO:0005524	ATP binding	F
mdlB	P57552	MDLB_BUCAI	Multidrug resistance-like ATP-binding protein MdlB	GO:0140359	ABC-type transporter activity	F
mdlB	P57552	MDLB_BUCAI	Multidrug resistance-like ATP-binding protein MdlB	GO:0055085	transmembrane transport	P
mdlB	P57552	MDLB_BUCAI	Multidrug resistance-like ATP-binding protein MdlB	GO:0016020	membrane	C
mdlB	P57552	MDLB_BUCAI	Multidrug resistance-like ATP-binding protein MdlB	GO:0016887	ATP hydrolysis activity	F
mdlB	P57552	MDLB_BUCAI	Multidrug resistance-like ATP-binding protein MdlB	IPR003439	ABC transporter-like, ATP-binding domain	domain
mdlB	P57552	MDLB_BUCAI	Multidrug resistance-like ATP-binding protein MdlB	IPR003593	AAA+ ATPase domain	domain
mdlB	P57552	MDLB_BUCAI	Multidrug resistance-like ATP-binding protein MdlB	IPR011527	ABC transporter type 1, transmembrane domain	domain
mdlB	P57552	MDLB_BUCAI	Multidrug resistance-like ATP-binding protein MdlB	IPR017871	ABC transporter-like, conserved site	conserved_site
mdlB	P57552	MDLB_BUCAI	Multidrug resistance-like ATP-binding protein MdlB	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
mdlB	P57552	MDLB_BUCAI	Multidrug resistance-like ATP-binding protein MdlB	IPR036640	ABC transporter type 1, transmembrane domain superfamily	homologous_superfamily
mdlB	P57552	MDLB_BUCAI	Multidrug resistance-like ATP-binding protein MdlB	IPR039421	Type 1 protein exporter	family
BU482	P57554	Y482_BUCAI	Nucleoid-associated protein BU482	GO:0003677	DNA binding	F
BU482	P57554	Y482_BUCAI	Nucleoid-associated protein BU482	IPR004401	Nucleoid-associated protein YbaB/EbfC	family
BU482	P57554	Y482_BUCAI	Nucleoid-associated protein BU482	IPR036894	Nucleoid-associated protein YbaB-like domain superfamily	homologous_superfamily
htpG	P57555	HTPG_BUCAI	Chaperone protein HtpG	GO:0005524	ATP binding	F
htpG	P57555	HTPG_BUCAI	Chaperone protein HtpG	GO:0016887	ATP hydrolysis activity	F
htpG	P57555	HTPG_BUCAI	Chaperone protein HtpG	GO:0051082	unfolded protein binding	F
htpG	P57555	HTPG_BUCAI	Chaperone protein HtpG	GO:0140662	ATP-dependent protein folding chaperone	F
htpG	P57555	HTPG_BUCAI	Chaperone protein HtpG	GO:0006457	protein folding	P
htpG	P57555	HTPG_BUCAI	Chaperone protein HtpG	IPR001404	Heat shock protein Hsp90 family	family
htpG	P57555	HTPG_BUCAI	Chaperone protein HtpG	IPR003594	Histidine kinase/HSP90-like ATPase	domain
htpG	P57555	HTPG_BUCAI	Chaperone protein HtpG	IPR019805	Heat shock protein Hsp90, conserved site	conserved_site
htpG	P57555	HTPG_BUCAI	Chaperone protein HtpG	IPR020568	Ribosomal protein uS5 domain 2-type superfamily	homologous_superfamily
htpG	P57555	HTPG_BUCAI	Chaperone protein HtpG	IPR020575	Heat shock protein Hsp90, N-terminal	domain
htpG	P57555	HTPG_BUCAI	Chaperone protein HtpG	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	homologous_superfamily
htpG	P57555	HTPG_BUCAI	Chaperone protein HtpG	IPR037196	HSP90, C-terminal domain	homologous_superfamily
def	P57563	DEF_BUCAI	Peptide deformylase	GO:0042586	peptide deformylase activity	F
def	P57563	DEF_BUCAI	Peptide deformylase	IPR023635	Peptide deformylase	family
def	P57563	DEF_BUCAI	Peptide deformylase	IPR036821	Peptide deformylase superfamily	homologous_superfamily
fmt	P57564	FMT_BUCAI	Methionyl-tRNA formyltransferase	GO:0004479	methionyl-tRNA formyltransferase activity	F
fmt	P57564	FMT_BUCAI	Methionyl-tRNA formyltransferase	GO:0009058	biosynthetic process	P
fmt	P57564	FMT_BUCAI	Methionyl-tRNA formyltransferase	GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	P
fmt	P57564	FMT_BUCAI	Methionyl-tRNA formyltransferase	GO:0003824	catalytic activity	F
fmt	P57564	FMT_BUCAI	Methionyl-tRNA formyltransferase	IPR002376	Formyl transferase, N-terminal	domain
fmt	P57564	FMT_BUCAI	Methionyl-tRNA formyltransferase	IPR005793	Formyl transferase, C-terminal	domain
fmt	P57564	FMT_BUCAI	Methionyl-tRNA formyltransferase	IPR005794	Methionyl-tRNA formyltransferase	family
fmt	P57564	FMT_BUCAI	Methionyl-tRNA formyltransferase	IPR011034	Formyl transferase-like, C-terminal domain superfamily	homologous_superfamily
fmt	P57564	FMT_BUCAI	Methionyl-tRNA formyltransferase	IPR036477	Formyl transferase, N-terminal domain superfamily	homologous_superfamily
fmt	P57564	FMT_BUCAI	Methionyl-tRNA formyltransferase	IPR037022	Formyl transferase, C-terminal domain superfamily	homologous_superfamily
fmt	P57564	FMT_BUCAI	Methionyl-tRNA formyltransferase	IPR041711	Methionyl-tRNA formyltransferase, N-terminal domain	domain
fmt	P57564	FMT_BUCAI	Methionyl-tRNA formyltransferase	IPR044135	Methionyl-tRNA formyltransferase, C-terminal domain	domain
rplQ	P57565	RL17_BUCAI	Large ribosomal subunit protein bL17	GO:0003735	structural constituent of ribosome	F
rplQ	P57565	RL17_BUCAI	Large ribosomal subunit protein bL17	GO:0006412	translation	P
rplQ	P57565	RL17_BUCAI	Large ribosomal subunit protein bL17	GO:0005840	ribosome	C
rplQ	P57565	RL17_BUCAI	Large ribosomal subunit protein bL17	IPR000456	Large ribosomal subunit protein bL17	family
rplQ	P57565	RL17_BUCAI	Large ribosomal subunit protein bL17	IPR036373	Large ribosomal subunit protein bL17 superfamily	homologous_superfamily
rplQ	P57565	RL17_BUCAI	Large ribosomal subunit protein bL17	IPR047859	Large ribosomal subunit protein bL17, conserved site	conserved_site
rpsD	P57567	RS4_BUCAI	Small ribosomal subunit protein uS4	GO:0019843	rRNA binding	F
rpsD	P57567	RS4_BUCAI	Small ribosomal subunit protein uS4	GO:0003723	RNA binding	F
rpsD	P57567	RS4_BUCAI	Small ribosomal subunit protein uS4	GO:0003735	structural constituent of ribosome	F
rpsD	P57567	RS4_BUCAI	Small ribosomal subunit protein uS4	GO:0006412	translation	P
rpsD	P57567	RS4_BUCAI	Small ribosomal subunit protein uS4	GO:0015935	small ribosomal subunit	C
rpsD	P57567	RS4_BUCAI	Small ribosomal subunit protein uS4	IPR001912	Small ribosomal subunit protein uS4, N-terminal	domain
rpsD	P57567	RS4_BUCAI	Small ribosomal subunit protein uS4	IPR002942	RNA-binding S4 domain	domain
rpsD	P57567	RS4_BUCAI	Small ribosomal subunit protein uS4	IPR005709	Small ribosomal subunit protein uS4, bacterial-type	family
rpsD	P57567	RS4_BUCAI	Small ribosomal subunit protein uS4	IPR018079	Small ribosomal subunit protein uS4, conserved site	conserved_site
rpsD	P57567	RS4_BUCAI	Small ribosomal subunit protein uS4	IPR022801	Small ribosomal subunit protein uS4	family
rpsD	P57567	RS4_BUCAI	Small ribosomal subunit protein uS4	IPR036986	RNA-binding S4 domain superfamily	homologous_superfamily
rpsK	P57568	RS11_BUCAI	Small ribosomal subunit protein uS11	GO:0003735	structural constituent of ribosome	F
rpsK	P57568	RS11_BUCAI	Small ribosomal subunit protein uS11	GO:0006412	translation	P
rpsK	P57568	RS11_BUCAI	Small ribosomal subunit protein uS11	GO:0005840	ribosome	C
rpsK	P57568	RS11_BUCAI	Small ribosomal subunit protein uS11	IPR001971	Small ribosomal subunit protein uS11	family
rpsK	P57568	RS11_BUCAI	Small ribosomal subunit protein uS11	IPR018102	Small ribosomal subunit protein uS11, conserved site	conserved_site
rpsK	P57568	RS11_BUCAI	Small ribosomal subunit protein uS11	IPR019981	Small ribosomal subunit protein uS11, bacterial-type	family
rpsK	P57568	RS11_BUCAI	Small ribosomal subunit protein uS11	IPR036967	Small ribosomal subunit protein uS11 superfamily	homologous_superfamily
rpsM	P57569	RS13_BUCAI	Small ribosomal subunit protein uS13	GO:0003723	RNA binding	F
rpsM	P57569	RS13_BUCAI	Small ribosomal subunit protein uS13	GO:0003735	structural constituent of ribosome	F
rpsM	P57569	RS13_BUCAI	Small ribosomal subunit protein uS13	GO:0006412	translation	P
rpsM	P57569	RS13_BUCAI	Small ribosomal subunit protein uS13	GO:0005840	ribosome	C
rpsM	P57569	RS13_BUCAI	Small ribosomal subunit protein uS13	GO:0003676	nucleic acid binding	F
rpsM	P57569	RS13_BUCAI	Small ribosomal subunit protein uS13	IPR001892	Small ribosomal subunit protein uS13	family
rpsM	P57569	RS13_BUCAI	Small ribosomal subunit protein uS13	IPR010979	Small ribosomal subunit protein uS13-like, H2TH	homologous_superfamily
rpsM	P57569	RS13_BUCAI	Small ribosomal subunit protein uS13	IPR018269	Small ribosomal subunit protein uS13, conserved site	conserved_site
rpsM	P57569	RS13_BUCAI	Small ribosomal subunit protein uS13	IPR019980	Small ribosomal subunit protein uS13, bacterial-type	family
rpsM	P57569	RS13_BUCAI	Small ribosomal subunit protein uS13	IPR027437	Small ribosomal subunit protein uS13, C-terminal	homologous_superfamily
rpmJ	P57570	RL36_BUCAI	Large ribosomal subunit protein bL36	GO:0003735	structural constituent of ribosome	F
rpmJ	P57570	RL36_BUCAI	Large ribosomal subunit protein bL36	GO:0006412	translation	P
rpmJ	P57570	RL36_BUCAI	Large ribosomal subunit protein bL36	GO:0005840	ribosome	C
rpmJ	P57570	RL36_BUCAI	Large ribosomal subunit protein bL36	IPR000473	Large ribosomal subunit protein bL36	family
rpmJ	P57570	RL36_BUCAI	Large ribosomal subunit protein bL36	IPR035977	Large ribosomal subunit protein bL36 superfamily	homologous_superfamily
secY	P57571	SECY_BUCAI	Protein translocase subunit SecY	GO:0015031	protein transport	P
secY	P57571	SECY_BUCAI	Protein translocase subunit SecY	GO:0016020	membrane	C
secY	P57571	SECY_BUCAI	Protein translocase subunit SecY	IPR002208	SecY/SEC61-alpha family	family
secY	P57571	SECY_BUCAI	Protein translocase subunit SecY	IPR023201	SecY domain superfamily	homologous_superfamily
secY	P57571	SECY_BUCAI	Protein translocase subunit SecY	IPR026593	Protein translocase subunit SecY	family
secY	P57571	SECY_BUCAI	Protein translocase subunit SecY	IPR030659	SecY conserved site	conserved_site
rplO	P57572	RL15_BUCAI	Large ribosomal subunit protein uL15	GO:0003735	structural constituent of ribosome	F
rplO	P57572	RL15_BUCAI	Large ribosomal subunit protein uL15	GO:0006412	translation	P
rplO	P57572	RL15_BUCAI	Large ribosomal subunit protein uL15	GO:0015934	large ribosomal subunit	C
rplO	P57572	RL15_BUCAI	Large ribosomal subunit protein uL15	GO:0005840	ribosome	C
